No,Name,Year,Team,Position,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,WPA,Salary,NextSalary
82,Á¶µ¿Âù,2011,»ï,3B,85,235,208,27,45,7,0,4,64,25,18,1,19,2,0,47,4,3,3,.216,.285,.308,.592,.279,61.8,0.56,,"13,500","11,000"
28,Á¶µ¿Âù,2012,»ï,2B,94,313,270,40,77,15,2,6,114,39,12,3,28,6,0,68,3,6,2,.285,.363,.422,.785,.361,125.8,2.84,,"11,000","15,000"
71,Á¶µ¿Âù,2013,»ï,2B,74,261,221,36,53,15,0,7,89,25,7,2,25,4,0,54,4,10,1,.240,.327,.403,.729,.328,90.1,1.15,,"15,000","22,000"
82,Á¶µ¿Âù,2016,»ï,3B,90,282,247,32,68,11,1,10,111,36,0,1,26,3,0,64,7,3,3,.275,.348,.449,.797,.354,95.6,0.79,0.62,"40,000","40,000"
202,Á¶µ¿È­,2005,S,LF,110,345,281,41,74,2,4,1,87,19,19,5,19,3,0,55,2,41,1,.263,.316,.310,.625,.262,50.0,-0.45,,"2,000","4,500"
168,Á¶µ¿È­,2006,S,RF,65,163,139,20,28,3,4,0,39,12,8,1,11,2,0,25,1,9,2,.201,.266,.281,.547,.246,45.7,-0.22,,"4,500","4,000"
55,Á¶µ¿È­,2007,S,LF,121,345,290,48,79,8,3,0,93,18,25,6,31,7,1,59,1,13,4,.272,.352,.321,.673,.312,86.6,1.22,,"4,000","7,500"
57,Á¶µ¿È­,2008,S,LF,103,337,283,43,79,4,4,1,94,26,19,3,33,3,2,56,6,15,3,.279,.357,.332,.689,.316,86.8,1.13,,"7,500","10,500"
278,Á¶µ¿È­,2009,S,RF,102,191,169,22,30,4,3,0,40,8,7,3,8,3,0,49,2,11,0,.178,.228,.237,.465,.207,1.8,-1.52,,"10,500","9,000"
95,Á¶µ¿È­,2010,S,LF,115,300,250,38,61,7,1,3,79,27,15,2,27,7,0,56,1,14,2,.244,.332,.316,.648,.297,69.5,0.28,,"9,000","11,000"
203,Á¶µ¿È­,2011,S,CF,114,345,296,42,70,9,2,0,83,16,10,6,27,1,0,51,1,21,0,.236,.303,.280,.583,.267,53.0,-0.04,,"11,000","11,000"
250,Á¶µ¿È­,2012,S,RF,24,77,62,6,15,2,0,0,17,3,3,3,7,0,0,16,0,7,1,.242,.314,.274,.589,.262,56.0,-0.18,,"11,000","9,000"
82,Á¶µ¿È­,2013,S,RF,105,405,332,52,85,11,3,0,102,19,24,9,46,8,1,76,3,16,3,.256,.357,.307,.665,.314,80.8,0.83,,"9,000","12,000"
113,Á¶µ¿È­,2014,S,RF,125,522,443,74,116,12,5,2,144,52,37,7,43,4,1,72,8,28,4,.262,.330,.325,.655,.292,59.2,0.15,-0.81,"12,000","30,000"
112,Á¶µ¿È­,2015,S,CF,119,304,245,38,64,6,1,2,78,15,18,3,30,5,0,50,2,22,2,.261,.351,.318,.669,.297,68.3,0.19,-0.80,"30,000","30,000"
228,Á¶¼º¿ì,2013,S,1B,54,111,98,17,20,0,0,4,32,11,6,1,10,0,0,23,0,2,1,.204,.275,.327,.602,.279,57.3,-0.15,,"2,400","3,500"
112,Á¶¼ºÈ¯,2000,·Ô,2B,57,106,93,15,21,3,0,1,27,4,5,1,9,2,0,17,0,1,1,.226,.305,.290,.595,.279,58.8,0.11,,"2,200","2,300"
151,Á¶¼ºÈ¯,2001,·Ô,2B,88,112,92,23,18,4,2,0,26,14,6,0,10,3,0,16,3,7,0,.196,.295,.283,.578,.262,41.8,-0.03,,"2,300","2,800"
110,Á¶¼ºÈ¯,2002,·Ô,2B,104,293,255,38,60,14,0,0,74,21,10,5,18,7,0,42,2,10,3,.235,.300,.290,.591,.266,56.0,0.06,,"2,800","4,200"
22,Á¶¼ºÈ¯,2003,·Ô,2B,129,543,486,73,149,25,2,6,196,38,23,11,37,12,3,57,5,7,1,.307,.369,.403,.773,.350,108.7,3.65,,"4,200","8,400"
3,Á¶¼ºÈ¯,2008,·Ô,2B,123,525,462,79,151,27,3,10,214,81,31,3,37,11,0,81,6,4,11,.327,.382,.463,.845,.387,136.6,5.82,,"7,000","13,000"
46,Á¶¼ºÈ¯,2009,·Ô,2B,76,294,269,35,79,19,0,8,122,36,13,2,19,2,0,33,7,1,3,.294,.341,.454,.795,.353,101.9,1.79,,"13,000","13,000"
9,Á¶¼ºÈ¯,2010,·Ô,2B,111,458,414,83,139,31,0,8,194,52,8,2,35,4,1,58,8,2,3,.336,.390,.469,.859,.391,132.2,4.33,,"13,000","18,000"
62,Á¶¼ºÈ¯,2011,·Ô,2B,117,459,407,45,99,19,0,6,136,36,9,6,37,3,1,87,11,10,2,.243,.310,.334,.644,.299,75.7,1.00,,"18,000","20,000"
48,Á¶¼ºÈ¯,2012,·Ô,2B,103,390,345,40,96,14,0,3,119,33,5,2,28,1,0,58,7,14,2,.278,.332,.345,.677,.312,91.7,1.66,,"20,000","20,000"
330,Á¶¼öÇà,2016,µÎ,LF,66,29,29,16,8,0,0,0,8,3,2,3,0,0,0,6,0,0,0,.276,.276,.276,.552,.260,33.5,-0.25,0.06,"2,700","3,600"
106,Á¶½ÂÇö,2001,Çö,,12,19,18,3,5,0,0,1,8,1,0,0,1,0,0,4,0,0,0,.278,.316,.444,.760,.341,94.3,0.08,,"2,000","2,100"
190,Á¶½ÂÇö,2002,Çö,,31,50,43,3,7,1,0,2,14,7,0,0,2,1,0,18,1,4,0,.163,.217,.326,.543,.222,25.9,-0.21,,"2,100","2,300"
52,Á¶¿µÈÆ,2006,»ï,1B,88,204,180,15,51,11,1,2,70,26,9,2,16,1,0,49,2,5,2,.283,.342,.389,.731,.334,110.0,0.96,,"2,100","4,000"
74,Á¶¿µÈÆ,2010,»ï,1B,67,159,138,22,38,6,1,6,64,17,6,2,15,1,2,36,1,3,2,.275,.346,.464,.810,.352,106.6,0.65,,"3,800","5,500"
57,Á¶¿µÈÆ,2013,N,1B,120,426,380,38,107,26,3,6,157,39,4,5,39,2,1,56,6,3,2,.282,.350,.413,.763,.354,107.9,1.45,,"7,500","10,500"
105,Á¶¿µÈÆ,2014,N,1B,92,124,111,15,29,4,0,6,51,22,1,1,10,1,0,26,1,1,1,.261,.325,.459,.785,.342,88.9,0.21,-0.50,"10,500","11,000"
78,Á¶¿µÈÆ,2015,N,1B,103,146,124,20,35,8,0,8,67,35,3,0,19,0,0,36,1,1,2,.282,.372,.540,.913,.392,129.5,0.92,0.65,"11,000","11,000"
107,Á¶¿ëÈ£,2017,S,CF,68,225,191,34,52,7,1,0,61,10,11,2,25,3,0,39,4,6,0,.272,.365,.319,.685,.318,81.7,0.40,-0.72,"3,100","6,200"
,Á¶¿ëÈÆ,2007,Çö,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,000","4,000"
,Á¶¿ëÈÆ,2008,È÷,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"4,000","5,500"
,Á¶¿õÃµ,2007,S,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"23,000","30,000"
30,Á¶¿ø¿ì,1997,½Ö,LF,126,489,424,61,136,18,9,5,187,49,15,7,24,2,3,48,13,33,6,.321,.355,.441,.796,.333,106.8,2.41,,"4,200","6,200"
10,Á¶¿ø¿ì,1998,½Ö,CF,126,536,479,80,149,20,4,12,213,62,23,6,35,7,3,46,15,12,3,.311,.365,.445,.809,.354,122.6,4.74,,"6,200","8,000"
51,Á¶¿ø¿ì,1999,½Ö,LF,47,202,188,25,59,9,2,6,90,22,11,2,12,1,0,32,1,1,0,.314,.358,.479,.837,.366,114.4,1.30,,"8,000","8,000"
198,Á¶¿ø¿ì,2000,S,LF,29,88,77,5,17,0,0,1,20,10,0,1,6,0,0,13,4,2,3,.221,.267,.260,.527,.241,32.9,-0.47,,"8,000","7,000"
58,Á¶¿ø¿ì,2001,S,CF,111,363,307,43,75,15,1,7,113,39,7,3,42,4,2,48,2,6,4,.244,.339,.368,.707,.322,81.9,1.20,,"7,000","7,000"
65,Á¶¿ø¿ì,2002,S,LF,116,329,297,42,80,8,2,8,116,36,4,3,17,6,0,44,4,7,2,.269,.320,.391,.710,.312,88.5,0.76,,"7,000","8,000"
38,Á¶¿ø¿ì,2003,S,CF,128,518,452,65,127,18,0,8,169,48,13,5,35,14,1,65,7,13,4,.281,.349,.374,.722,.326,91.3,2.35,,"8,000","13,000"
63,Á¶¿ø¿ì,2006,ÇÑ,LF,106,391,341,48,91,10,0,1,104,25,6,2,30,5,0,45,6,11,4,.267,.332,.305,.637,.298,85.1,0.78,,"15,000","16,000"
48,Á¶¿ø¿ì,2007,ÇÑ,CF,114,359,319,36,85,15,1,4,114,26,6,1,23,7,0,47,9,9,1,.266,.329,.357,.686,.317,91.0,1.61,,"16,000","15,000"
195,Á¶À¯½Å,1997,·Ô,3B,45,81,67,9,14,2,0,0,16,2,0,0,8,0,0,18,1,6,0,.209,.293,.239,.532,.241,43.8,-0.13,,"2,000","2,200"
202,Á¶À±ÁØ,2013,L,C,19,32,30,3,6,0,1,0,8,5,0,0,0,1,0,9,1,1,0,.200,.226,.267,.493,.225,19.3,-0.08,,"3,200","3,500"
239,Á¶À±ÁØ,2014,L,C,5,9,7,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,.143,.250,.143,.393,.187,-11.1,-0.06,0.08,"3,500","3,000"
322,Á¶À±ÁØ,2015,L,C,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,.000,.000,.000,.000,.000,-132.4,-0.19,-0.07,"3,000","3,000"
141,Á¶À±ÁØ,2016,L,C,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.944,475.4,0.05,0.01,"3,000","3,000"
81,Á¶À±Ã¤,2002,ÇÑ,,21,32,29,9,12,2,0,1,17,1,4,3,3,0,0,6,1,0,0,.414,.469,.586,1.055,.466,194.1,0.48,,"1,700","2,000"
93,Á¶À±Ã¤,2003,ÇÑ,,59,92,68,27,15,2,0,0,17,2,1,1,13,5,0,21,1,5,1,.221,.379,.250,.629,.302,75.3,0.17,,"2,000","2,200"
81,Á¶ÀÎ¼º,1999,L,C,56,157,142,23,36,6,0,5,57,22,0,0,6,1,0,27,4,6,2,.254,.285,.401,.686,.288,61.3,0.33,,"3,000","4,000"
100,Á¶ÀÎ¼º,2000,L,C,108,258,227,19,51,5,1,5,73,33,2,1,16,4,0,59,6,6,5,.225,.282,.322,.603,.269,50.4,0.22,,"4,000","5,700"
71,Á¶ÀÎ¼º,2001,L,C,82,210,186,19,47,10,0,5,72,26,1,2,12,4,0,27,4,6,2,.253,.309,.387,.696,.309,72.2,0.66,,"5,700","5,500"
35,Á¶ÀÎ¼º,2002,L,C,124,391,362,36,97,21,2,9,149,48,3,0,14,5,0,82,11,5,5,.268,.301,.412,.712,.310,86.7,2.17,,"5,500","10,000"
32,Á¶ÀÎ¼º,2003,L,C,132,456,428,43,110,20,2,19,191,58,0,1,15,8,0,67,17,1,4,.257,.292,.446,.739,.325,91.1,2.58,,"10,000","15,000"
46,Á¶ÀÎ¼º,2004,L,C,129,432,386,40,98,16,0,8,138,49,2,5,36,3,0,63,9,3,4,.254,.319,.358,.677,.314,82.2,1.85,,"15,000","14,000"
76,Á¶ÀÎ¼º,2005,L,C,85,230,201,22,45,11,0,6,74,34,0,0,14,4,0,34,2,9,2,.224,.285,.368,.653,.288,68.6,0.70,,"14,000","13,000"
35,Á¶ÀÎ¼º,2006,L,C,112,362,326,37,80,18,0,10,128,38,0,1,28,0,5,30,11,6,2,.245,.303,.393,.696,.313,95.1,2.15,,"13,000","25,000"
17,Á¶ÀÎ¼º,2007,L,C,124,464,419,44,118,24,0,13,181,73,1,1,30,4,3,61,8,6,5,.282,.332,.432,.764,.345,110.7,3.68,,"25,000","40,000"
55,Á¶ÀÎ¼º,2008,L,C,102,353,330,25,75,18,1,10,125,49,0,0,17,1,1,76,6,1,4,.227,.264,.379,.643,.293,71.1,1.17,,"40,000","40,000"
67,Á¶ÀÎ¼º,2009,L,C,95,300,266,35,57,10,1,14,111,36,0,2,28,1,1,53,10,3,2,.214,.290,.417,.707,.307,70.9,0.89,,"40,000","40,000"
2,Á¶ÀÎ¼º,2010,L,C,133,511,457,69,145,24,1,28,255,107,2,0,41,3,8,83,19,5,5,.317,.374,.558,.932,.401,140.0,5.96,,"40,000","50,000"
14,Á¶ÀÎ¼º,2011,L,C,117,441,390,46,104,14,2,15,167,59,2,1,44,3,3,70,10,2,1,.267,.345,.428,.773,.354,113.1,3.72,,"50,000","40,000"
39,Á¶ÀÎ¼º,2012,S,C,104,307,284,32,77,13,0,9,117,40,0,1,16,2,1,60,5,3,2,.271,.313,.412,.725,.333,106.4,2.24,,"40,000","40,000"
139,Á¶ÀÎ¼º,2015,ÇÑ,C,106,310,276,33,64,11,0,11,108,44,0,0,16,6,0,89,5,11,1,.232,.288,.391,.679,.293,58.8,0.05,0.36,"40,000","40,000"
204,Á¶ÀÎ½Å,2004,·Ô,,22,15,14,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,.000,.067,.000,.067,.048,-100.0,-0.29,,"1,800","2,000"
122,Á¶Àç¿µ,2000,L,,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500,.637,305.9,0.06,,"1,800","1,900"
127,Á¶ÀçÈ£,2003,Çö,LF,97,151,135,18,33,6,0,2,45,13,3,1,10,2,0,25,2,4,0,.244,.306,.333,.640,.290,66.8,-0.02,,"2,500","3,500"
93,Á¶ÀçÈ£,2004,Çö,,87,123,98,10,20,1,1,0,23,7,1,0,19,3,0,26,4,1,2,.204,.344,.235,.579,.293,68.5,0.16,,"3,500","4,000"
235,Á¶ÀçÈ£,2008,È÷,CF,49,103,94,7,21,5,0,0,26,8,1,2,6,1,0,9,2,1,1,.223,.275,.277,.551,.263,52.1,-0.12,,"3,000","3,500"
175,Á¶Á¤±Ç,2002,ÇÑ,,15,12,12,1,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,.167,.167,.167,.333,.153,-19.5,-0.11,,"2,100","1,800"
306,Á¶Á¤¿ø,2014,ÇÑ,SS,20,58,56,2,7,1,1,0,10,6,0,0,0,0,0,10,2,1,1,.125,.123,.179,.301,.130,-53.7,-0.75,-0.60,"2,700","2,700"
193,Á¶Áß±Ù,2003,S,,11,21,20,2,2,0,0,0,2,0,0,0,1,0,0,6,0,0,0,.100,.143,.100,.243,.123,-53.8,-0.28,,"1,700","2,000"
103,Á¶Áß±Ù,2004,S,1B,41,71,66,5,18,2,0,2,26,7,1,0,2,2,0,19,2,0,1,.273,.310,.394,.704,.323,88.2,0.10,,"2,000","2,400"
73,Á¶Áß±Ù,2005,S,CF,108,196,171,20,41,7,1,6,68,30,2,2,11,9,1,36,0,4,1,.240,.318,.398,.715,.321,91.5,0.81,,"2,400","4,100"
103,Á¶Áß±Ù,2008,È÷,1B,31,69,68,7,19,6,0,1,28,9,1,0,1,0,0,15,2,0,0,.279,.290,.412,.702,.323,92.1,0.14,,"3,300","3,700"
68,Á¶Áß±Ù,2011,³Ø,DH,36,117,98,14,32,5,2,3,50,16,2,1,12,1,0,22,2,6,0,.327,.405,.510,.916,.400,144.2,0.87,,"3,500","4,300"
283,Á¶Áß±Ù,2012,³Ø,LF,45,112,95,3,13,0,0,1,16,5,1,2,10,1,0,31,2,4,2,.137,.222,.168,.391,.193,7.9,-0.90,,"4,300","4,000"
,Á¶ÅÂ¼ö,2010,K,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"3,100","3,800"
150,Á¶ÆòÈ£,2006,Çö,,9,9,6,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,.000,.222,.000,.222,.158,-16.0,-0.08,,"2,000","2,000"
225,Á¶ÆòÈ£,2007,Çö,LF,8,6,5,2,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,.000,.167,.000,.167,.120,-45.5,-0.08,,"2,000","2,000"
127,Á¶ÆòÈ£,2013,N,1B,26,86,79,12,21,6,0,2,33,7,1,0,6,0,1,24,1,1,0,.266,.318,.418,.735,.332,93.2,0.19,,"3,400","3,600"
233,Á¶ÆòÈ£,2014,N,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.05,-0.05,"3,600","3,500"
117,Á¶ÆòÈ£,2015,N,,22,22,22,4,8,2,0,1,13,3,0,0,0,0,0,6,1,0,0,.364,.364,.591,.955,.416,145.4,0.14,-0.03,"3,500","3,500"
277,Á¶ÆòÈ£,2016,N,DH,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,.167,.286,.167,.452,.242,24.4,-0.06,-0.30,"3,500","3,500"
161,Á¶Çö,1997,ÇØ,RF,36,69,60,8,12,3,0,1,18,4,0,0,8,0,0,14,3,1,0,.200,.294,.300,.594,.277,68.4,-0.03,,"3,500","3,200"
176,Á¶Çö,1998,ÇØ,RF,13,19,18,1,3,0,0,0,3,1,0,0,0,0,0,6,1,1,0,.167,.167,.167,.333,.146,-21.9,-0.21,,"3,200","2,300"
83,Á¶Çö¼ö,2003,ÇÑ,LF,96,272,239,25,59,14,0,5,88,20,1,2,17,11,0,57,2,4,1,.247,.325,.368,.693,.316,84.8,0.41,,"2,000","2,600"
111,Á¶Çö¼ö,2004,ÇÑ,RF,92,201,179,18,46,10,0,0,56,22,1,1,10,8,1,36,4,2,2,.257,.322,.313,.635,.299,72.7,0.03,,"2,600","3,400"
252,Á¶È«¼®,2014,·Ô,LF,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.10,-0.12,"2,800","2,900"
94,Á¶È¿»ó,1997,ÇÑ,,5,13,12,4,5,0,1,0,7,2,0,0,0,1,0,4,0,0,0,.417,.462,.583,1.045,.470,200.7,0.23,,"1,700","1,900"
96,Á¶È¿»ó,1998,ÇÑ,,46,32,30,6,8,2,0,0,10,1,0,0,1,1,0,12,0,0,0,.267,.313,.333,.646,.299,84.0,0.10,,"1,900","2,000"
171,Á¶È¿»ó,1999,ÇÑ,RF,19,9,9,1,1,0,0,0,1,0,0,1,0,0,0,7,0,0,0,.111,.111,.111,.222,.103,-56.7,-0.18,,"2,000","2,100"
165,Á¶È¿»ó,2000,ÇÑ,,16,13,11,0,2,0,0,0,2,0,0,0,1,0,0,6,0,1,0,.182,.250,.182,.432,.199,7.1,-0.09,,"2,100","2,300"
121,Á¶È¿»ó,2001,ÇÑ,,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.02,,"2,300","2,300"
175,Á¶È¿»ó,2004,·Ô,,10,8,7,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,.000,.125,.000,.125,.091,-70.8,-0.13,,"2,300","2,200"
305,ÁÖÈ¿»ó,2016,³Ø,C,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0,0,.222,.263,.278,.541,.255,29.2,-0.15,0.05,"2,700","3,000"
355,ÁÖÈ¿»ó,2017,³Ø,C,64,129,118,10,23,5,0,1,31,9,0,0,9,2,0,51,2,0,0,.195,.264,.263,.526,.248,32.4,-0.59,-0.67,"3,000","3,500"
102,Áö¼®ÈÆ,2004,Çö,,5,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1.000,1.000,3.000,4.000,1.636,978.5,0.11,,"2,000","2,200"
197,Áö¼®ÈÆ,2005,Çö,SS,61,112,106,10,19,3,0,2,28,8,0,0,3,1,0,35,3,2,0,.179,.209,.264,.473,.216,20.6,-0.40,,"2,200","2,400"
107,Áö¼®ÈÆ,2006,Çö,,51,66,53,10,11,2,0,1,16,9,0,1,9,0,0,18,2,4,0,.208,.323,.302,.625,.286,75.6,0.08,,"2,400","2,500"
256,Áö¼®ÈÆ,2007,Çö,SS,89,235,203,22,37,6,1,2,51,17,0,3,22,2,0,53,1,7,1,.182,.268,.251,.519,.246,42.0,-0.27,,"2,500","2,800"
104,Áö¼®ÈÆ,2011,³Ø,2B,52,125,109,9,24,6,1,2,38,8,1,3,12,1,0,29,5,2,1,.220,.301,.349,.649,.301,76.7,0.20,,"2,700","3,000"
60,Áö¼®ÈÆ,2014,N,SS,114,238,212,26,58,14,4,6,98,34,1,1,16,6,0,46,8,3,1,.274,.340,.462,.803,.352,96.1,1.21,1.06,"6,000","14,000"
76,Áö¼®ÈÆ,2015,N,3B,137,466,415,53,111,15,0,11,159,46,4,1,23,16,0,85,9,9,3,.267,.328,.383,.711,.319,81.0,0.98,0.31,"14,000","14,000"
374,Áö¼®ÈÆ,2016,N,SS,141,394,351,34,77,14,0,9,118,54,0,2,22,9,0,91,9,6,6,.219,.278,.336,.615,.277,48.6,-0.89,-0.79,"14,000","14,900"
112,Áö¼®ÈÆ,2017,N,SS,121,304,268,29,64,16,0,6,98,24,1,0,22,10,0,67,8,2,2,.239,.318,.366,.684,.309,74.8,0.37,-1.48,"14,900","15,000"
260,Áö¼ºÁØ,2015,ÇÑ,C,9,12,12,1,3,1,0,0,4,0,0,0,0,0,0,5,0,0,0,.250,.250,.333,.583,.262,38.2,-0.02,-0.06,"2,700","2,700"
113,Áö½ÂÁØ,1998,ÇØ,,44,46,43,5,11,0,0,0,11,4,1,0,3,0,0,5,2,0,0,.256,.304,.256,.560,.267,61.6,0.03,,"1,400","1,600"
49,Áø°©¿ë,1997,O,C,95,309,281,21,68,7,0,4,87,20,2,0,20,6,0,44,7,2,0,.242,.306,.310,.616,.289,75.3,1.23,,"2,000","3,200"
41,Áø°©¿ë,2000,»ï,C,114,330,297,30,81,14,0,8,119,58,2,1,23,6,0,45,7,0,4,.273,.333,.401,.734,.332,94.0,2.00,,"5,000","7,000"
28,Áø°©¿ë,2001,»ï,C,89,349,314,54,96,25,2,7,146,57,2,3,23,7,2,37,4,0,5,.306,.361,.465,.826,.370,113.7,2.98,,"7,000","9,500"
14,Áø°©¿ë,2002,»ï,C,133,517,462,58,130,29,1,18,215,86,0,0,41,8,4,56,13,1,5,.281,.347,.465,.812,.354,117.8,4.59,,"9,500","20,000"
12,Áø°©¿ë,2003,»ï,C,126,485,435,64,126,20,2,21,213,53,1,1,36,10,3,34,13,2,2,.290,.356,.490,.846,.373,124.2,4.75,,"20,000","24,000"
13,Áø°©¿ë,2004,»ï,C,129,491,439,60,122,20,0,24,214,71,0,0,34,12,2,51,16,2,4,.278,.344,.487,.831,.371,121.0,4.53,,"24,000","24,000"
21,Áø°©¿ë,2005,»ï,C,110,406,347,34,100,17,0,6,135,41,1,1,36,8,1,47,8,11,4,.288,.365,.389,.754,.342,106.0,2.96,,"24,000","30,000"
23,Áø°©¿ë,2006,»ï,C,110,408,358,28,103,22,0,6,143,47,1,2,29,5,0,37,18,9,7,.288,.343,.399,.743,.339,113.5,3.19,,"30,000","50,000"
36,Áø°©¿ë,2007,»ï,C,122,427,362,28,89,12,0,5,116,39,0,1,49,7,2,38,9,5,4,.246,.344,.320,.664,.316,89.9,2.24,,"50,000","50,000"
28,Áø°©¿ë,2008,»ï,C,105,313,272,34,76,7,0,11,116,45,1,1,30,1,3,41,6,6,4,.279,.349,.426,.775,.349,109.8,2.44,,"50,000","50,000"
95,Áø°©¿ë,2009,»ï,C,57,165,142,10,33,3,1,3,47,20,1,2,15,4,0,23,5,3,1,.232,.321,.331,.652,.300,67.0,0.38,,"50,000","35,000"
42,Áø°©¿ë,2010,»ï,C,100,320,259,36,68,8,0,10,106,28,0,0,45,2,2,57,7,13,1,.263,.375,.409,.784,.348,103.8,2.26,,"35,000","35,000"
31,Áø°©¿ë,2011,»ï,C,112,331,286,26,78,7,0,10,115,42,1,0,35,3,2,53,10,6,1,.273,.357,.402,.759,.349,109.2,2.57,,"35,000","40,000"
23,Áø°©¿ë,2012,»ï,C,114,349,313,27,96,15,1,6,131,57,0,0,17,7,1,46,6,10,2,.307,.354,.419,.773,.352,119.5,3.10,,"40,000","40,000"
64,Áø°©¿ë,2013,»ï,C,101,204,181,22,49,9,0,6,76,36,0,0,12,5,0,28,5,4,2,.271,.330,.420,.750,.341,99.3,1.34,,"40,000","25,000"
,ÁøÇØ¼ö,2014,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"7,500","9,500"
,ÁøÇØ¼ö,2015,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"9,500","9,500"
,ÁøÇØ¼ö,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"9,500","11,000"
,Â÷¿ìÂù,2007,»ï,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,100","2,500"
,Â÷¿ìÂù,2008,»ï,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,500","3,300"
132,Â÷ÀÏ¸ñ,2005,K,C,6,10,8,2,2,0,0,0,2,1,0,0,1,0,0,1,0,1,0,.250,.333,.250,.583,.261,50.7,0.01,,"2,000","2,200"
106,Â÷ÀÏ¸ñ,2006,K,C,22,30,27,4,7,0,0,0,7,3,0,0,2,0,0,7,0,1,0,.259,.310,.259,.570,.269,63.5,0.08,,"2,200","3,000"
229,Â÷ÀÏ¸ñ,2007,K,C,41,50,37,3,4,1,0,0,5,3,0,0,9,1,0,8,2,2,1,.108,.292,.135,.427,.228,28.5,-0.10,,"3,000","3,000"
61,Â÷ÀÏ¸ñ,2008,K,C,106,314,264,35,65,11,1,2,84,31,5,4,24,7,0,46,10,17,2,.246,.323,.318,.641,.293,71.3,1.03,,"3,000","6,000"
94,Â÷ÀÏ¸ñ,2009,K,C,57,119,102,14,23,4,0,3,36,18,2,2,12,3,0,22,0,1,1,.225,.322,.353,.675,.310,72.7,0.38,,"6,000","7,500"
43,Â÷ÀÏ¸ñ,2010,K,C,91,250,198,30,51,11,0,7,83,35,1,1,39,6,1,53,8,4,3,.258,.390,.419,.809,.369,117.9,2.16,,"7,500","8,500"
42,Â÷ÀÏ¸ñ,2011,K,C,111,373,304,31,73,8,0,7,102,37,3,3,49,5,0,52,12,13,2,.240,.353,.336,.688,.322,91.1,2.01,,"8,500","12,000"
62,Â÷ÀÏ¸ñ,2012,K,C,88,251,207,25,53,5,0,0,58,15,2,2,29,3,0,34,12,10,2,.256,.353,.280,.633,.302,84.0,1.12,,"12,000","10,000"
68,Â÷ÀÏ¸ñ,2013,K,C,98,259,215,23,55,9,1,0,66,25,0,2,33,3,0,37,5,4,4,.256,.357,.307,.664,.321,85.8,1.22,,"10,000","8,000"
79,Â÷È­ÁØ,2006,Çö,SS,100,167,149,22,37,5,3,0,48,8,4,1,6,4,0,30,3,7,1,.248,.294,.322,.616,.279,70.8,0.57,,"2,000","2,500"
271,Â÷È­ÁØ,2007,Çö,2B,47,60,52,3,9,0,0,0,9,1,1,2,4,0,0,15,0,4,0,.173,.232,.173,.405,.191,3.3,-0.42,,"2,500","2,500"
194,Â÷È­ÁØ,2012,³Ø,2B,8,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.250,.250,.250,.500,.239,40.2,-0.01,,"2,500","2,800"
,Ã¤º´¿ë,2015,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"25,000","25,000"
